timestamp,T_indoor_C,T_outdoor_C,Q_heat_pump_kW,electricity_demand_kW,COP,fabric,archetype,weather_scenario,replicate
2011-03-19 08:15:00,16.286355883103443,2.0,13.124540460436803,5.432027091452847,3.74,F1,B2,W1,0
2011-03-19 08:30:00,16.83872346539662,2.6,12.476720161376388,4.598399070085727,3.812,F1,B2,W1,0
2011-03-19 08:45:00,17.366896877725996,3.2,11.860803628709842,3.796890137463704,3.884,F1,B2,W1,0
2011-03-19 09:00:00,17.863773244457978,3.8,11.287163954976927,3.047892426037094,3.956,F1,B2,W1,0
2011-03-19 09:15:00,18.327255271449086,4.6,10.49610888449112,2.5903526368438112,4.052,F1,B2,W1,0
2011-03-19 09:30:00,18.75833802349138,5.4,9.557287137564105,2.3040711517753394,4.148,F1,B2,W1,0
2011-03-19 09:45:00,19.15225836106831,6.2,8.665961302116918,2.0419324463046453,4.244,F1,B2,W1,0
2011-03-19 10:00:00,19.512094925444362,7.0,7.831657251503529,1.8045293206229323,4.34,F1,B2,W1,0
2011-03-19 10:15:00,19.835792950459997,7.25,6.916042835808227,1.5826184978966196,4.37,F1,B2,W1,0
2011-03-19 10:30:00,20.104068227547305,7.5,6.153640727681088,1.3985547108366108,4.4,F1,B2,W1,0
2011-03-19 10:45:00,20.33828066136398,7.75,5.495463270969945,1.2405108963814773,4.43,F1,B2,W1,0
2011-03-19 11:00:00,20.549516122129607,8.0,4.898159548089552,1.0982420511411553,4.46,F1,B2,W1,0
2011-03-19 11:15:00,20.72701670391767,8.25,4.394491354001443,0.9787285866372923,4.49,F1,B2,W1,0
2011-03-19 11:30:00,20.87907690711852,8.5,3.9655385328359563,0.881230785074657,4.5,F1,B2,W1,0
2011-03-19 11:45:00,21.008226828003433,8.75,3.6406989764008877,0.809044216977975,4.5,F1,B2,W1,0
2011-03-19 12:00:00,21.13448179456276,9.0,3.6,0.8,4.5,F1,B2,W1,0
2011-03-19 12:15:00,21.266019394215785,9.25,3.6,0.8,4.5,F1,B2,W1,0
2011-03-19 12:30:00,21.394302643537124,9.5,3.6,0.8,4.5,F1,B2,W1,0
2011-03-19 12:45:00,21.472375736841034,9.75,1.2,0.26666666666666666,4.5,F1,B2,W1,0
2011-03-19 13:00:00,21.392102783087587,10.0,0.0,0.0,4.5,F1,B2,W1,0
2011-03-19 13:15:00,21.308259628461524,10.25,0.0,0.0,4.5,F1,B2,W1,0
2011-03-19 13:30:00,21.234559586965936,10.5,0.0,0.0,4.5,F1,B2,W1,0
2011-03-19 13:45:00,21.15819681349479,10.75,0.0,0.0,4.5,F1,B2,W1,0
2011-03-19 14:00:00,21.077615859514275,11.0,0.0,0.0,4.5,F1,B2,W1,0
2011-03-19 14:15:00,20.99631988117665,11.0,0.0,0.0,4.5,F1,B2,W1,0
2011-03-19 14:30:00,20.911585894963288,11.0,0.0,0.0,4.5,F1,B2,W1,0
2011-03-19 14:45:00,20.82624854819314,11.0,0.0,0.0,4.5,F1,B2,W1,0
2011-03-19 15:00:00,20.734324051742,11.0,0.0,0.0,4.5,F1,B2,W1,0
2011-03-19 15:15:00,20.635171191386064,11.0,0.0,0.0,4.5,F1,B2,W1,0
2011-03-19 15:30:00,20.53673674537384,11.0,0.33417609551401456,0.07426135455866989,4.5,F1,B2,W1,0
2011-03-19 15:45:00,20.604592679626727,11.0,4.73908350845321,1.0531296685451577,4.5,F1,B2,W1,0
2011-03-19 16:00:00,20.759437097733862,11.0,4.3000011710626715,0.9555558157917046,4.5,F1,B2,W1,0
2011-03-19 16:15:00,20.86953640400997,10.5,3.9810581034281527,0.8846795785395898,4.5,F1,B2,W1,0
2011-03-19 16:30:00,20.931454241763422,10.0,3.8000577386531837,0.8444572752562628,4.5,F1,B2,W1,0
2011-03-19 16:45:00,20.960013221416027,9.5,3.7150106483414285,0.8255579218536508,4.5,F1,B2,W1,0
2011-03-19 17:00:00,20.955186124272355,9.0,3.721356086488774,0.8269680192197277,4.5,F1,B2,W1,0
2011-03-19 17:15:00,20.93039547972849,8.75,3.789853193448834,0.8421895985441855,4.5,F1,B2,W1,0
2011-03-19 17:30:00,20.897987199629146,8.5,3.8787621842264035,0.8619471520503118,4.5,F1,B2,W1,0
2011-03-19 17:45:00,20.861871171700137,8.25,3.9801267561223668,0.88644248465977,4.49,F1,B2,W1,0
2011-03-19 18:00:00,20.81717066327533,8.0,4.10218277672653,0.9197719230328545,4.46,F1,B2,W1,0
2011-03-19 18:15:00,20.759718027677014,7.5,4.261261280915244,0.9684684729352825,4.4,F1,B2,W1,0
2011-03-19 18:30:00,20.695983298828274,7.0,4.439048627489107,1.0228222643984117,4.34,F1,B2,W1,0
2011-03-19 18:45:00,20.63718115284367,6.5,4.548335877597693,1.0626952985041336,4.28,F1,B2,W1,0
2011-03-19 19:00:00,20.57776286025848,6.0,4.651006870980329,1.1021343296161918,4.22,F1,B2,W1,0
2011-03-19 19:15:00,20.51319920883568,5.5,4.76528382354434,1.1455009191212355,4.16,F1,B2,W1,0
2011-03-19 19:30:00,20.443448480457555,5.0,4.887337040602367,1.1920334245371633,4.1,F1,B2,W1,0
2011-03-19 19:45:00,20.3593056734137,4.5,5.040613072626386,1.2476765031253434,4.04,F1,B2,W1,0
2011-03-19 20:00:00,20.27525762671253,4.0,5.19377891841763,1.3049695774918666,3.98,F1,B2,W1,0
2011-03-19 20:15:00,20.198928158288144,3.75,5.3552657510053985,1.3557634812671897,3.95,F1,B2,W1,0
2011-03-19 20:30:00,20.131392207407213,3.5,5.49393505741775,1.4015140452596304,3.92,F1,B2,W1,0
2011-03-19 20:45:00,20.061739514891663,3.25,5.630323743806178,1.4473839958370631,3.89,F1,B2,W1,0
2011-03-19 21:00:00,19.98530603210071,3.0,5.784252800159721,1.4985110881242807,3.86,F1,B2,W1,0
2011-03-19 21:15:00,19.921877670686495,2.75,5.906645833326552,1.5422051784142432,3.83,F1,B2,W1,0
2011-03-19 21:30:00,19.863359473456203,2.5,6.009115399903774,1.5813461578694141,3.8,F1,B2,W1,0
2011-03-19 21:45:00,19.80200164157491,2.25,6.11868724422371,1.6229939639850692,3.77,F1,B2,W1,0
2011-03-19 22:00:00,19.516690135438065,2.0,0.0,0.0,3.74,F1,B2,W1,0
2011-03-19 22:15:00,19.035171681061755,1.7,0.0,0.0,3.704,F1,B2,W1,0
2011-03-19 22:30:00,18.557929346197454,1.4,0.0,0.0,3.668,F1,B2,W1,0
2011-03-19 22:45:00,18.0880129190952,1.0999999999999999,0.0,0.0,3.632,F1,B2,W1,0
2011-03-19 23:00:00,17.62323344503791,0.8,0.0,0.0,3.596,F1,B2,W1,0
2011-03-19 23:15:00,17.168066939297493,0.8,0.0,0.0,3.596,F1,B2,W1,0
2011-03-19 23:30:00,16.726548238563467,0.8,0.0,0.0,3.596,F1,B2,W1,0
2011-03-19 23:45:00,16.294816476471517,0.8,0.0,0.0,3.596,F1,B2,W1,0
2011-03-19 00:00:00,14.797393723613945,1.0,0.0,0.0,3.62,F1,B3,W1,0
2011-03-19 00:15:00,14.490497040068469,0.85,2.870587693699759,0.7969427245140919,3.602,F1,B3,W1,0
2011-03-19 00:30:00,14.387549286653678,0.7,4.464264802011806,1.2456095987756157,3.584,F1,B3,W1,0
2011-03-19 00:45:00,14.30586229183246,0.5499999999999999,4.637432765782183,1.300457870381992,3.566,F1,B3,W1,0
2011-03-19 01:00:00,14.2311326959804,0.4,4.792413460293009,1.3507366009845008,3.548,F1,B3,W1,0
2011-03-19 01:15:00,14.160101874363262,0.050000000000000065,4.906749917464566,1.3995293546675887,3.5060000000000002,F1,B3,W1,0
2011-03-19 01:30:00,14.089103801685619,-0.2999999999999999,5.017126251517621,1.4483620818468883,3.464,F1,B3,W1,0
2011-03-19 01:45:00,14.017941271030674,-0.6499999999999998,5.124671745405299,1.497566261076943,3.422,F1,B3,W1,0
2011-03-19 02:00:00,13.945978748881624,-1.0,5.230124922797078,1.5473742375139283,3.38,F1,B3,W1,0
2011-03-19 02:15:00,13.868802928998381,-1.5,5.317418490003178,1.6016320753021616,3.32,F1,B3,W1,0
2011-03-19 02:30:00,13.786701857746374,-2.0,5.410814648508394,1.659759094634477,3.26,F1,B3,W1,0
2011-03-19 02:45:00,13.69850572677879,-2.5,5.510549244222757,2.025937222140719,2.72,F1,B3,W1,0
2011-03-19 03:00:00,13.605052281289302,-3.0,5.616171494250261,2.1042231151181197,2.669,F1,B3,W1,0
2011-03-19 03:15:00,13.528954779886229,-2.5,5.877013607524919,2.1606667674723967,2.72,F1,B3,W1,0
2011-03-19 03:30:00,13.482593253593139,-2.0,6.077808219844559,1.8643583496455707,3.26,F1,B3,W1,0
2011-03-19 03:45:00,13.459293812639912,-1.5,6.230172363826516,1.8765579409116016,3.32,F1,B3,W1,0
2011-03-19 04:00:00,13.456740915354072,-1.0,6.3379540970075325,1.875134348227081,3.38,F1,B3,W1,0
2011-03-19 04:15:00,13.458252364286462,-1.25,6.283579472725499,1.8756953649926864,3.35,F1,B3,W1,0
2011-03-19 04:30:00,13.452530232630485,-1.5,6.246007198018168,1.8813274692825808,3.32,F1,B3,W1,0
2011-03-19 04:45:00,13.437531889116398,-1.75,6.22735755072393,1.892813845204842,3.29,F1,B3,W1,0
2011-03-19 05:00:00,13.415804740741567,-2.0,6.2244557115401165,1.9093422428037166,3.26,F1,B3,W1,0
2011-03-19 05:15:00,13.394165076175334,-2.0,6.271628404144028,1.9238123939092113,3.26,F1,B3,W1,0
2011-03-19 05:30:00,13.374779489906702,-2.0,6.3141134165703345,1.936844606309918,3.26,F1,B3,W1,0
2011-03-19 05:45:00,13.357396579520126,-2.0,6.35201770809767,1.948471689600512,3.26,F1,B3,W1,0
2011-03-19 06:00:00,13.34182852724749,-2.0,6.386128418097142,1.9589350975758109,3.26,F1,B3,W1,0
2011-03-19 06:15:00,13.337561299396045,-1.75,6.449701574701803,1.9603956154108828,3.29,F1,B3,W1,0
2011-03-19 06:30:00,13.352930937653698,-1.5,6.470399903308292,1.948915633526594,3.32,F1,B3,W1,0
2011-03-19 06:45:00,13.381981394729511,-1.25,6.458397813369124,1.9278799442892907,3.35,F1,B3,W1,0
2011-03-19 07:00:00,13.422891872515882,-1.0,6.419837933221546,1.8993603352726465,3.38,F1,B3,W1,0
2011-03-19 07:15:00,13.71853275388351,-0.39999999999999997,12.78,5.83314020857474,3.452,F1,B3,W1,0
2011-03-19 07:30:00,14.234148402626868,0.20000000000000004,12.654752118912837,5.521085830604093,3.524,F1,B3,W1,0
2011-03-19 07:45:00,14.739480732861182,0.8,12.080753532228494,4.760553309759085,3.596,F1,B3,W1,0
